;Absolute path;Relative path;Class
86;D:\Programming\AP_Lab2\new_dataset_task3\8693.jpg;new_dataset_task3\8693.jpg;bay horse
87;D:\Programming\AP_Lab2\new_dataset_task3\8739.jpg;new_dataset_task3\8739.jpg;bay horse
88;D:\Programming\AP_Lab2\new_dataset_task3\4080.jpg;new_dataset_task3\4080.jpg;bay horse
89;D:\Programming\AP_Lab2\new_dataset_task3\5965.jpg;new_dataset_task3\5965.jpg;bay horse
90;D:\Programming\AP_Lab2\new_dataset_task3\1303.jpg;new_dataset_task3\1303.jpg;bay horse
91;D:\Programming\AP_Lab2\new_dataset_task3\8652.jpg;new_dataset_task3\8652.jpg;bay horse
92;D:\Programming\AP_Lab2\new_dataset_task3\230.jpg;new_dataset_task3\230.jpg;bay horse
93;D:\Programming\AP_Lab2\new_dataset_task3\4307.jpg;new_dataset_task3\4307.jpg;bay horse
94;D:\Programming\AP_Lab2\new_dataset_task3\6224.jpg;new_dataset_task3\6224.jpg;bay horse
95;D:\Programming\AP_Lab2\new_dataset_task3\4759.jpg;new_dataset_task3\4759.jpg;bay horse
96;D:\Programming\AP_Lab2\new_dataset_task3\407.jpg;new_dataset_task3\407.jpg;bay horse
97;D:\Programming\AP_Lab2\new_dataset_task3\1921.jpg;new_dataset_task3\1921.jpg;bay horse
98;D:\Programming\AP_Lab2\new_dataset_task3\9209.jpg;new_dataset_task3\9209.jpg;bay horse
99;D:\Programming\AP_Lab2\new_dataset_task3\40.jpg;new_dataset_task3\40.jpg;bay horse
100;D:\Programming\AP_Lab2\new_dataset_task3\4718.jpg;new_dataset_task3\4718.jpg;bay horse
101;D:\Programming\AP_Lab2\new_dataset_task3\7155.jpg;new_dataset_task3\7155.jpg;bay horse
102;D:\Programming\AP_Lab2\new_dataset_task3\4107.jpg;new_dataset_task3\4107.jpg;bay horse
103;D:\Programming\AP_Lab2\new_dataset_task3\5164.jpg;new_dataset_task3\5164.jpg;bay horse
104;D:\Programming\AP_Lab2\new_dataset_task3\2711.jpg;new_dataset_task3\2711.jpg;bay horse
105;D:\Programming\AP_Lab2\new_dataset_task3\5779.jpg;new_dataset_task3\5779.jpg;bay horse
106;D:\Programming\AP_Lab2\new_dataset_task3\9293.jpg;new_dataset_task3\9293.jpg;bay horse
107;D:\Programming\AP_Lab2\new_dataset_task3\1110.jpg;new_dataset_task3\1110.jpg;bay horse
108;D:\Programming\AP_Lab2\new_dataset_task3\6342.jpg;new_dataset_task3\6342.jpg;bay horse
109;D:\Programming\AP_Lab2\new_dataset_task3\7656.jpg;new_dataset_task3\7656.jpg;bay horse
110;D:\Programming\AP_Lab2\new_dataset_task3\7661.jpg;new_dataset_task3\7661.jpg;bay horse
111;D:\Programming\AP_Lab2\new_dataset_task3\5153.jpg;new_dataset_task3\5153.jpg;bay horse
112;D:\Programming\AP_Lab2\new_dataset_task3\3195.jpg;new_dataset_task3\3195.jpg;bay horse
113;D:\Programming\AP_Lab2\new_dataset_task3\4289.jpg;new_dataset_task3\4289.jpg;bay horse
114;D:\Programming\AP_Lab2\new_dataset_task3\9048.jpg;new_dataset_task3\9048.jpg;bay horse
115;D:\Programming\AP_Lab2\new_dataset_task3\6030.jpg;new_dataset_task3\6030.jpg;bay horse
116;D:\Programming\AP_Lab2\new_dataset_task3\129.jpg;new_dataset_task3\129.jpg;bay horse
117;D:\Programming\AP_Lab2\new_dataset_task3\7196.jpg;new_dataset_task3\7196.jpg;bay horse
118;D:\Programming\AP_Lab2\new_dataset_task3\3911.jpg;new_dataset_task3\3911.jpg;bay horse
119;D:\Programming\AP_Lab2\new_dataset_task3\6767.jpg;new_dataset_task3\6767.jpg;bay horse
120;D:\Programming\AP_Lab2\new_dataset_task3\7473.jpg;new_dataset_task3\7473.jpg;bay horse
121;D:\Programming\AP_Lab2\new_dataset_task3\2933.jpg;new_dataset_task3\2933.jpg;bay horse
122;D:\Programming\AP_Lab2\new_dataset_task3\5541.jpg;new_dataset_task3\5541.jpg;bay horse
123;D:\Programming\AP_Lab2\new_dataset_task3\3055.jpg;new_dataset_task3\3055.jpg;bay horse
124;D:\Programming\AP_Lab2\new_dataset_task3\9708.jpg;new_dataset_task3\9708.jpg;bay horse
125;D:\Programming\AP_Lab2\new_dataset_task3\7280.jpg;new_dataset_task3\7280.jpg;bay horse
126;D:\Programming\AP_Lab2\new_dataset_task3\3891.jpg;new_dataset_task3\3891.jpg;bay horse
127;D:\Programming\AP_Lab2\new_dataset_task3\9367.jpg;new_dataset_task3\9367.jpg;bay horse
128;D:\Programming\AP_Lab2\new_dataset_task3\7005.jpg;new_dataset_task3\7005.jpg;bay horse
129;D:\Programming\AP_Lab2\new_dataset_task3\2162.jpg;new_dataset_task3\2162.jpg;bay horse
130;D:\Programming\AP_Lab2\new_dataset_task3\5861.jpg;new_dataset_task3\5861.jpg;bay horse
131;D:\Programming\AP_Lab2\new_dataset_task3\9736.jpg;new_dataset_task3\9736.jpg;bay horse
132;D:\Programming\AP_Lab2\new_dataset_task3\5680.jpg;new_dataset_task3\5680.jpg;bay horse
133;D:\Programming\AP_Lab2\new_dataset_task3\7531.jpg;new_dataset_task3\7531.jpg;bay horse
134;D:\Programming\AP_Lab2\new_dataset_task3\3133.jpg;new_dataset_task3\3133.jpg;bay horse
135;D:\Programming\AP_Lab2\new_dataset_task3\3073.jpg;new_dataset_task3\3073.jpg;bay horse
136;D:\Programming\AP_Lab2\new_dataset_task3\7591.jpg;new_dataset_task3\7591.jpg;bay horse
137;D:\Programming\AP_Lab2\new_dataset_task3\4412.jpg;new_dataset_task3\4412.jpg;bay horse
138;D:\Programming\AP_Lab2\new_dataset_task3\7944.jpg;new_dataset_task3\7944.jpg;bay horse
139;D:\Programming\AP_Lab2\new_dataset_task3\1735.jpg;new_dataset_task3\1735.jpg;bay horse
140;D:\Programming\AP_Lab2\new_dataset_task3\2381.jpg;new_dataset_task3\2381.jpg;bay horse
141;D:\Programming\AP_Lab2\new_dataset_task3\4256.jpg;new_dataset_task3\4256.jpg;bay horse
142;D:\Programming\AP_Lab2\new_dataset_task3\8192.jpg;new_dataset_task3\8192.jpg;bay horse
143;D:\Programming\AP_Lab2\new_dataset_task3\6748.jpg;new_dataset_task3\6748.jpg;bay horse
144;D:\Programming\AP_Lab2\new_dataset_task3\9973.jpg;new_dataset_task3\9973.jpg;bay horse
145;D:\Programming\AP_Lab2\new_dataset_task3\5471.jpg;new_dataset_task3\5471.jpg;bay horse
146;D:\Programming\AP_Lab2\new_dataset_task3\8266.jpg;new_dataset_task3\8266.jpg;bay horse
147;D:\Programming\AP_Lab2\new_dataset_task3\70.jpg;new_dataset_task3\70.jpg;bay horse
148;D:\Programming\AP_Lab2\new_dataset_task3\7110.jpg;new_dataset_task3\7110.jpg;bay horse
149;D:\Programming\AP_Lab2\new_dataset_task3\4730.jpg;new_dataset_task3\4730.jpg;bay horse
150;D:\Programming\AP_Lab2\new_dataset_task3\4459.jpg;new_dataset_task3\4459.jpg;bay horse
151;D:\Programming\AP_Lab2\new_dataset_task3\2943.jpg;new_dataset_task3\2943.jpg;bay horse
152;D:\Programming\AP_Lab2\new_dataset_task3\5851.jpg;new_dataset_task3\5851.jpg;bay horse
153;D:\Programming\AP_Lab2\new_dataset_task3\2782.jpg;new_dataset_task3\2782.jpg;bay horse
154;D:\Programming\AP_Lab2\new_dataset_task3\7820.jpg;new_dataset_task3\7820.jpg;bay horse
155;D:\Programming\AP_Lab2\new_dataset_task3\8450.jpg;new_dataset_task3\8450.jpg;bay horse
156;D:\Programming\AP_Lab2\new_dataset_task3\2484.jpg;new_dataset_task3\2484.jpg;bay horse
157;D:\Programming\AP_Lab2\new_dataset_task3\2997.jpg;new_dataset_task3\2997.jpg;bay horse
158;D:\Programming\AP_Lab2\new_dataset_task3\3299.jpg;new_dataset_task3\3299.jpg;bay horse
159;D:\Programming\AP_Lab2\new_dataset_task3\9790.jpg;new_dataset_task3\9790.jpg;bay horse
160;D:\Programming\AP_Lab2\new_dataset_task3\5461.jpg;new_dataset_task3\5461.jpg;bay horse
161;D:\Programming\AP_Lab2\new_dataset_task3\926.jpg;new_dataset_task3\926.jpg;bay horse
162;D:\Programming\AP_Lab2\new_dataset_task3\5671.jpg;new_dataset_task3\5671.jpg;bay horse
163;D:\Programming\AP_Lab2\new_dataset_task3\9699.jpg;new_dataset_task3\9699.jpg;bay horse
164;D:\Programming\AP_Lab2\new_dataset_task3\1540.jpg;new_dataset_task3\1540.jpg;bay horse
165;D:\Programming\AP_Lab2\new_dataset_task3\7077.jpg;new_dataset_task3\7077.jpg;bay horse
166;D:\Programming\AP_Lab2\new_dataset_task3\3563.jpg;new_dataset_task3\3563.jpg;bay horse
167;D:\Programming\AP_Lab2\new_dataset_task3\8813.jpg;new_dataset_task3\8813.jpg;bay horse
168;D:\Programming\AP_Lab2\new_dataset_task3\6724.jpg;new_dataset_task3\6724.jpg;bay horse
169;D:\Programming\AP_Lab2\new_dataset_task3\463.jpg;new_dataset_task3\463.jpg;bay horse
170;D:\Programming\AP_Lab2\new_dataset_task3\7446.jpg;new_dataset_task3\7446.jpg;bay horse
171;D:\Programming\AP_Lab2\new_dataset_task3\338.jpg;new_dataset_task3\338.jpg;bay horse
172;D:\Programming\AP_Lab2\new_dataset_task3\9439.jpg;new_dataset_task3\9439.jpg;bay horse
173;D:\Programming\AP_Lab2\new_dataset_task3\6386.jpg;new_dataset_task3\6386.jpg;bay horse
174;D:\Programming\AP_Lab2\new_dataset_task3\2156.jpg;new_dataset_task3\2156.jpg;bay horse
175;D:\Programming\AP_Lab2\new_dataset_task3\486.jpg;new_dataset_task3\486.jpg;bay horse
176;D:\Programming\AP_Lab2\new_dataset_task3\6884.jpg;new_dataset_task3\6884.jpg;bay horse
177;D:\Programming\AP_Lab2\new_dataset_task3\5204.jpg;new_dataset_task3\5204.jpg;bay horse
178;D:\Programming\AP_Lab2\new_dataset_task3\6997.jpg;new_dataset_task3\6997.jpg;bay horse
179;D:\Programming\AP_Lab2\new_dataset_task3\615.jpg;new_dataset_task3\615.jpg;bay horse
180;D:\Programming\AP_Lab2\new_dataset_task3\7952.jpg;new_dataset_task3\7952.jpg;bay horse
181;D:\Programming\AP_Lab2\new_dataset_task3\9697.jpg;new_dataset_task3\9697.jpg;bay horse
182;D:\Programming\AP_Lab2\new_dataset_task3\2345.jpg;new_dataset_task3\2345.jpg;bay horse
183;D:\Programming\AP_Lab2\new_dataset_task3\5988.jpg;new_dataset_task3\5988.jpg;bay horse
184;D:\Programming\AP_Lab2\new_dataset_task3\1417.jpg;new_dataset_task3\1417.jpg;bay horse
185;D:\Programming\AP_Lab2\new_dataset_task3\2311.jpg;new_dataset_task3\2311.jpg;bay horse
186;D:\Programming\AP_Lab2\new_dataset_task3\9339.jpg;new_dataset_task3\9339.jpg;bay horse
187;D:\Programming\AP_Lab2\new_dataset_task3\4135.jpg;new_dataset_task3\4135.jpg;bay horse
188;D:\Programming\AP_Lab2\new_dataset_task3\9503.jpg;new_dataset_task3\9503.jpg;bay horse
189;D:\Programming\AP_Lab2\new_dataset_task3\2913.jpg;new_dataset_task3\2913.jpg;bay horse
190;D:\Programming\AP_Lab2\new_dataset_task3\4012.jpg;new_dataset_task3\4012.jpg;bay horse
191;D:\Programming\AP_Lab2\new_dataset_task3\6515.jpg;new_dataset_task3\6515.jpg;bay horse
192;D:\Programming\AP_Lab2\new_dataset_task3\3042.jpg;new_dataset_task3\3042.jpg;bay horse
193;D:\Programming\AP_Lab2\new_dataset_task3\8632.jpg;new_dataset_task3\8632.jpg;bay horse
194;D:\Programming\AP_Lab2\new_dataset_task3\82.jpg;new_dataset_task3\82.jpg;bay horse
195;D:\Programming\AP_Lab2\new_dataset_task3\1284.jpg;new_dataset_task3\1284.jpg;bay horse
196;D:\Programming\AP_Lab2\new_dataset_task3\4264.jpg;new_dataset_task3\4264.jpg;bay horse
197;D:\Programming\AP_Lab2\new_dataset_task3\4577.jpg;new_dataset_task3\4577.jpg;bay horse
198;D:\Programming\AP_Lab2\new_dataset_task3\6083.jpg;new_dataset_task3\6083.jpg;bay horse
199;D:\Programming\AP_Lab2\new_dataset_task3\1462.jpg;new_dataset_task3\1462.jpg;bay horse
200;D:\Programming\AP_Lab2\new_dataset_task3\9164.jpg;new_dataset_task3\9164.jpg;bay horse
201;D:\Programming\AP_Lab2\new_dataset_task3\3442.jpg;new_dataset_task3\3442.jpg;bay horse
202;D:\Programming\AP_Lab2\new_dataset_task3\5784.jpg;new_dataset_task3\5784.jpg;bay horse
203;D:\Programming\AP_Lab2\new_dataset_task3\8340.jpg;new_dataset_task3\8340.jpg;bay horse
204;D:\Programming\AP_Lab2\new_dataset_task3\4952.jpg;new_dataset_task3\4952.jpg;bay horse
205;D:\Programming\AP_Lab2\new_dataset_task3\5597.jpg;new_dataset_task3\5597.jpg;bay horse
206;D:\Programming\AP_Lab2\new_dataset_task3\6902.jpg;new_dataset_task3\6902.jpg;bay horse
207;D:\Programming\AP_Lab2\new_dataset_task3\3425.jpg;new_dataset_task3\3425.jpg;bay horse
208;D:\Programming\AP_Lab2\new_dataset_task3\9381.jpg;new_dataset_task3\9381.jpg;bay horse
209;D:\Programming\AP_Lab2\new_dataset_task3\6436.jpg;new_dataset_task3\6436.jpg;bay horse
210;D:\Programming\AP_Lab2\new_dataset_task3\3870.jpg;new_dataset_task3\3870.jpg;bay horse
211;D:\Programming\AP_Lab2\new_dataset_task3\2990.jpg;new_dataset_task3\2990.jpg;bay horse
212;D:\Programming\AP_Lab2\new_dataset_task3\8003.jpg;new_dataset_task3\8003.jpg;bay horse
213;D:\Programming\AP_Lab2\new_dataset_task3\1724.jpg;new_dataset_task3\1724.jpg;bay horse
214;D:\Programming\AP_Lab2\new_dataset_task3\6692.jpg;new_dataset_task3\6692.jpg;bay horse
215;D:\Programming\AP_Lab2\new_dataset_task3\3199.jpg;new_dataset_task3\3199.jpg;bay horse
216;D:\Programming\AP_Lab2\new_dataset_task3\2136.jpg;new_dataset_task3\2136.jpg;bay horse
217;D:\Programming\AP_Lab2\new_dataset_task3\8490.jpg;new_dataset_task3\8490.jpg;bay horse
218;D:\Programming\AP_Lab2\new_dataset_task3\6639.jpg;new_dataset_task3\6639.jpg;bay horse
219;D:\Programming\AP_Lab2\new_dataset_task3\5447.jpg;new_dataset_task3\5447.jpg;bay horse
220;D:\Programming\AP_Lab2\new_dataset_task3\2853.jpg;new_dataset_task3\2853.jpg;bay horse
221;D:\Programming\AP_Lab2\new_dataset_task3\6506.jpg;new_dataset_task3\6506.jpg;bay horse
222;D:\Programming\AP_Lab2\new_dataset_task3\4195.jpg;new_dataset_task3\4195.jpg;bay horse
223;D:\Programming\AP_Lab2\new_dataset_task3\3021.jpg;new_dataset_task3\3021.jpg;bay horse
224;D:\Programming\AP_Lab2\new_dataset_task3\1972.jpg;new_dataset_task3\1972.jpg;bay horse
225;D:\Programming\AP_Lab2\new_dataset_task3\6020.jpg;new_dataset_task3\6020.jpg;bay horse
226;D:\Programming\AP_Lab2\new_dataset_task3\7896.jpg;new_dataset_task3\7896.jpg;bay horse
227;D:\Programming\AP_Lab2\new_dataset_task3\1009.jpg;new_dataset_task3\1009.jpg;bay horse
228;D:\Programming\AP_Lab2\new_dataset_task3\7621.jpg;new_dataset_task3\7621.jpg;bay horse
229;D:\Programming\AP_Lab2\new_dataset_task3\8347.jpg;new_dataset_task3\8347.jpg;bay horse
230;D:\Programming\AP_Lab2\new_dataset_task3\1815.jpg;new_dataset_task3\1815.jpg;bay horse
231;D:\Programming\AP_Lab2\new_dataset_task3\2581.jpg;new_dataset_task3\2581.jpg;bay horse
232;D:\Programming\AP_Lab2\new_dataset_task3\8255.jpg;new_dataset_task3\8255.jpg;bay horse
233;D:\Programming\AP_Lab2\new_dataset_task3\8527.jpg;new_dataset_task3\8527.jpg;bay horse
234;D:\Programming\AP_Lab2\new_dataset_task3\8716.jpg;new_dataset_task3\8716.jpg;bay horse
235;D:\Programming\AP_Lab2\new_dataset_task3\2245.jpg;new_dataset_task3\2245.jpg;bay horse
236;D:\Programming\AP_Lab2\new_dataset_task3\6526.jpg;new_dataset_task3\6526.jpg;bay horse
237;D:\Programming\AP_Lab2\new_dataset_task3\4561.jpg;new_dataset_task3\4561.jpg;bay horse
238;D:\Programming\AP_Lab2\new_dataset_task3\6911.jpg;new_dataset_task3\6911.jpg;bay horse
239;D:\Programming\AP_Lab2\new_dataset_task3\5393.jpg;new_dataset_task3\5393.jpg;bay horse
240;D:\Programming\AP_Lab2\new_dataset_task3\9654.jpg;new_dataset_task3\9654.jpg;bay horse
241;D:\Programming\AP_Lab2\new_dataset_task3\3428.jpg;new_dataset_task3\3428.jpg;bay horse
242;D:\Programming\AP_Lab2\new_dataset_task3\7081.jpg;new_dataset_task3\7081.jpg;bay horse
243;D:\Programming\AP_Lab2\new_dataset_task3\1406.jpg;new_dataset_task3\1406.jpg;bay horse
244;D:\Programming\AP_Lab2\new_dataset_task3\2444.jpg;new_dataset_task3\2444.jpg;bay horse
245;D:\Programming\AP_Lab2\new_dataset_task3\9720.jpg;new_dataset_task3\9720.jpg;bay horse
246;D:\Programming\AP_Lab2\new_dataset_task3\9133.jpg;new_dataset_task3\9133.jpg;bay horse
247;D:\Programming\AP_Lab2\new_dataset_task3\6011.jpg;new_dataset_task3\6011.jpg;bay horse
248;D:\Programming\AP_Lab2\new_dataset_task3\6122.jpg;new_dataset_task3\6122.jpg;bay horse
249;D:\Programming\AP_Lab2\new_dataset_task3\7171.jpg;new_dataset_task3\7171.jpg;bay horse
250;D:\Programming\AP_Lab2\new_dataset_task3\4446.jpg;new_dataset_task3\4446.jpg;bay horse
251;D:\Programming\AP_Lab2\new_dataset_task3\8547.jpg;new_dataset_task3\8547.jpg;bay horse
252;D:\Programming\AP_Lab2\new_dataset_task3\83.jpg;new_dataset_task3\83.jpg;bay horse
253;D:\Programming\AP_Lab2\new_dataset_task3\2988.jpg;new_dataset_task3\2988.jpg;bay horse
254;D:\Programming\AP_Lab2\new_dataset_task3\2249.jpg;new_dataset_task3\2249.jpg;bay horse
255;D:\Programming\AP_Lab2\new_dataset_task3\8374.jpg;new_dataset_task3\8374.jpg;bay horse
256;D:\Programming\AP_Lab2\new_dataset_task3\6760.jpg;new_dataset_task3\6760.jpg;bay horse
257;D:\Programming\AP_Lab2\new_dataset_task3\557.jpg;new_dataset_task3\557.jpg;bay horse
258;D:\Programming\AP_Lab2\new_dataset_task3\5466.jpg;new_dataset_task3\5466.jpg;bay horse
